,title,view,like,unlike,comment,date,token2
14,"새로운 브러쉬 & 파우치 팝니다.ㅋㅋㅋ(쿠모씬 브러시 사용법, 세척법, 파우치 꾸미기 모두첨부!)",127496.0,2300.0,30.0,273.0,2020. 9. 4.,"['사용법', '세척법', '브러시', '첨부', '파우치', '꾸미기', '모두', '브러쉬']"
15,아이허브 30개 아이템 리뷰 First Impression,126420.0,2900.0,58.0,430.0,2020. 8. 29.,"['아이템', '허브', '리뷰', '아이']"
16,[XL 사이즈 복붙] 친구랑 옷 바꿔입기 : 입짧은햇님 vs 씬님,580268.0,13000.0,163.0,890.0,2020. 8. 27.,"['사이즈', '친구', '햇님']"
17,대박....;; 투쿨 쉐딩 2탄 나옴!!!,237565.0,5300.0,78.0,2534.0,2020. 8. 24.,['대박']
18,핑크 다음은 플라워....존좋템 바꿔서 화장하기 with 아옳이,245414.0,3600.0,70.0,248.0,2020. 8. 12.,"['플라워', '핑크', '다음', '화장']"
19,드디어 갑니다.국내외 30종 레깅스 리뷰. (입고 잘 수 있는 레깅스 발견),619077.0,14000.0,119.0,1039.0,2020. 8. 5.,"['발견', '국내외', '레깅스', '리뷰']"
20,"[레전드편...;;] 아이돌이랑 옷 바꿔입기 : 유채, 선샤인 vs 씬님",148745.0,2100.0,37.0,160.0,2020. 8. 2.,"['돌이', '유채', '아이']"
21,5탄!!꼭G만 가리면 되는 남대문시장 속옷상가 쇼핑하울 & 리뷰,582645.0,8100.0,111.0,771.0,2020. 7. 23.,"['상가', '속옷', '리뷰', '남대문', '시장', '쇼핑']"
22,"5,6,7월 씨딩언니 드디어 수영복 협찬받았다. 세달치 시험공부 벼락치기 했어 (택배뜯기)",195219.0,3500.0,75.0,183.0,2020. 7. 19.,"['택배', '공부', '언니', '수영복', '협찬', '시험', '벼락']"
23,"2020년 상반기 HOT존좋템 리스트 공개하겠습니다. (기초, 메이크업, 렌즈 추천)",355762.0,6500.0,95.0,291.0,2020. 7. 9.,"['메이크업', '기초', '공개', '렌즈', '추천', '리스트', '상반기']"
24,(룸투어) 말리부럼과 함께하는 트로피컬 홈파티 전문 플래너 '씬빠'에 초대합니다!! [SSInBAR],75995.0,1800.0,31.0,126.0,2020. 6. 23.,"['플래너', '초대', '말리', '부럼', '트로피컬', '전문', '투어', '파티']"
25,원브랜드 메이크업  웨이크메이크 (올리브영) Wakemake Korean one brand makeup | SSIN,375068.0,700.0,118.0,860.0,2020. 6. 14.,"['메이크업', '메이', '웨이크', '브랜드', '올리브']"
26,2편 ㅋ2ㅋ2ㅋ2ㅋ2ㅋ2ㅋ2ㅋ2...... (메이크업),795454.0,1000.0,181.0,837.0,2020. 5. 29.,['메이크업']
27,"국가의 부름을 받고 다녀온 ""브랜드 K"" 최종 품평회!! (고양이 매트 추천)",59416.0,1200.0,14.0,114.0,2020. 5. 26.,"['매트', '최종', '국가', '고양이', '추천', '브랜드', '부름', '품평회']"
28,"4월 씨딩드디어 먹을것도 왔다! 사무실 협찬 박스 택배 뜯기 (불가리, 라네즈, 투쿨, 어뮤즈 etc)",151500.0,3500.0,41.0,225.0,2020. 5. 17.,"['택배', '뮤즈', '불가', '사무실', '박스', '협찬']"
29,그래요. 이거 우리 맞아요..... 9년전 흑역사 리액션 & 리 메이크업 (스타킹 화장성형녀),387985.0,6300.0,69.0,468.0,2020. 5. 11.,"['메이크업', '화장', '역사', '스타', '성형']"
30,씬님 ㅋㅋㅋㅋㅋㅋㅋ바야바야뭐야ㅋㅋㅋㅋㅋㅋ - 베댓 中 .........(선케어 추천),171687.0,2400.0,33.0,310.0,2020. 4. 29.,"['추천', '케어']"
31,드디어 입고......화장 해 봅니다.....(feat.커버리셔스),358496.0,5800.0,101.0,615.0,2020. 4. 28.,['커버']
32,[폭소주의잉????] 친구랑 옷 바꿔입기 : 릴카 vs 씬님,680233.0,8700.0,153.0,616.0,2020. 4. 25.,"['주의', '폭소', '친구']"
33,"3월 씨딩씬님 사무실로 오는 메이크업, 화장품 택배 선물 박스를 열어보자!! (에스티로더, 롬앤, 샹테카이, 클리오 etc)",173079.0,3400.0,57.0,232.0,2020. 4. 21.,"['메이크업', '택배', '화장품', '사무실', '선물', '박스', '에스티']"
34,속옷 유튜버 치곤 화장품을 꽤 좋아하시네요. - 베댓 中,342152.0,5700.0,66.0,463.0,2020. 4. 16.,"['화장품', '속옷']"
35,"속옷말고 화장품 산거도 한번 봐봐, 제발 ...................................... *메이크업 유튜버*",327833.0,5700.0,86.0,460.0,2020. 4. 6.,"['메이크업', '화장품', '산거', '속옷']"
36,"4탄!! 속옷 쇼핑은 누구랑 한다??? 씬님이랑!! 빅시, 에어리, 란제리 쇼핑 하울 | SSIN",490977.0,7400.0,105.0,671.0,2020. 3. 28.,"['쇼핑', '제리', '에어리']"
37,[씬님 x DJ소다]  세상 핫해지는 클럽 인싸 메이크업 룩을 따라 해 봅시다. (feat.치토스),861472.0,8300.0,286.0,561.0,2020. 3. 25.,"['메이크업', '세상', '토스', '소다', '해지', '클럽']"
38,미국 결혼식 가는 메이크업  파티드레스를 같이 골라요 | SSIN,467731.0,8300.0,122.0,487.0,2020. 3. 15.,"['드레스', '결혼식', '메이크업', '파티']"
39,[폭소주의ㅋㅋ] 친구랑 옷 바꿔입기 : 곽토리 vs 씬님,715280.0,11000.0,123.0,829.0,2020. 3. 11.,"['주의', '폭소', '토리', '친구']"
40,"2월 씨딩한달만에 두배가 쌓였다! 씬님 사무실 협찬 박스를 열어보자. (헤라, 지방시, 베네피트, 랑콤, 비오템 etc)",174258.0,3200.0,46.0,235.0,2020. 3. 7.,"['사무실', '지방시', '박스', '협찬', '헤라']"
41,"[기초, 클렌징, 화장솜, 면봉] 존좋 메이크업 촬영 필수템만 들어있는 씬님의 '촬영카트'를 샅샅이 뒤져봅시다.",356038.0,5700.0,93.0,315.0,2020. 3. 4.,"['면봉', '메이크업', '기초', '화장', '필수', '촬영', '클렌징', '카트']"
42,저 이제 삼각팬티안입기로 했습니다. 가랑이 종기썰 + 사각팬티 11장 리뷰,780757.0,18000.0,175.0,1622.0,2020. 2. 27.,"['팬티', '가랑', '사각', '이제', '리뷰', '삼각', '종기']"
43,"[포토] 씬님, 포즈는 어려워 포토월 제대로 처음 서보는 메이크업 ... 기사 검색하지 마세욬ㅋㅋㅋ",113613.0,1800.0,21.0,124.0,2020. 2. 19.,"['포토', '메이크업', '마세', '제대', '기사', '처음', '포즈', '검색']"
44,니모랑 코코넛크랩을 잡으러 코타키나발루 여행 3편,70560.0,1200.0,23.0,119.0,2020. 2. 16.,"['나발', '코코넛', '여행']"
45,존좋 명품 귀걸이목걸이 소개해 봅니다.,242411.0,3900.0,116.0,325.0,2020. 2. 11.,"['귀걸이', '목걸이', '소개', '명품']"
46,봄맞이 옐로우민트 파스텔 메이크업 feat.DIATV 신년회,144701.0,2600.0,36.0,172.0,2020. 2. 6.,"['메이크업', '신년', '봄맞이', '옐로', '파스텔', '민트']"
47,할리퀸 메이크업 Birds of Prey Harley Quinn MAKE UP TUT,142324.0,3400.0,75.0,368.0,2020. 2. 1.,"['메이크업', '할리퀸']"
48,1월 씨딩씬님 사무실에 오는 '신상 협찬 박스'들을 열어보자!!,216110.0,4300.0,60.0,298.0,2020. 1. 31.,"['사무실', '협찬', '박스']"
49,"유튜브에 ""제일 처음 올린 메이크업 영상"" 따라해보기???!!!  한복 메이크업",757036.0,9300.0,182.0,688.0,2020. 1. 22.,"['메이크업', '영상', '튜브', '한복', '제일', '처음']"
50,명품 후회템 VS 명품 존좋템,1222022.0,11000.0,518.0,784.0,2020. 1. 20.,"['명품', '후회']"
51,30초 vs 3분 vs 30분 동안 메이크업 하면 어떻게 달라질까?... SPEED CHALLENGE | 30 Min. | 3Min. | 30Sec.,287456.0,5200.0,72.0,368.0,2020. 1. 15.,"['메이크업', '동안']"
52,크리에이터 재능기부 봉사단 '봉봉' 이 만들어졌습니다! 메이크업/헤어/포토 '청춘사진관' 프로젝트,56371.0,2300.0,16.0,151.0,2020. 1. 3.,"['메이크업', '포토', '프로젝트', '기부', '크리', '청춘', '헤어', '사진관', '봉사단', '재능']"
53,[GIVEAWAY] 화려한연말파티개츠비킴카다시안비욘세메이크업 룩 | SSIN,208725.0,400.0,78.0,2133.0,2019. 12. 28.,"['메이크업', '연말', '화려', '파티']"
54,"겨울왕국 올라프, 엘사 메이크업 + 부끄럼 무릅쓰고 홍대 거리 활보ㅋㅋㅋㅋㅋwith. 소봉님",121271.0,2700.0,28.0,907.0,2019. 12. 21.,"['왕국', '라프', '메이크업', '거리', '활보', '부끄럼', '겨울']"
55,리얼친구 텐션주의 ^^ 우당탕탕 코타키나발루 VLOG 2편,110763.0,3200.0,18.0,4977.0,2019. 12. 14.,"['주의', '친구', '텐션', '리얼', '나발']"
56,"아~~주 평범한 묵은 택배뜯기, 생활용품 하울with. 곽토리",309821.0,5100.0,62.0,2203.0,2019. 12. 10.,"['택배', '용품', '평범', '토리', '생활']"
57,※리얼친구 텐션주의※ 30대 추천 면세점 쇼핑 아이템 30개 추천 코타키나발루 VLOG 1편,407922.0,4700.0,134.0,255.0,2019. 12. 5.,"['주의', '아이템', '친구', '텐션', '리얼', '면세점', '추천', '쇼핑', '나발']"
58,"또, 화장품 아파트 분양합니다. 이번엔 채빈선샤인이 왔어요! (feat.네이처)",111630.0,1300.0,31.0,100.0,최초 공개: 2019. 11. 28.,"['분양', '화장품', '아파트', '이번']"
59,어떻게 찍는지 까먹은 럭셔리 원브랜드 메이크업 : 헤라 HERA one brand makeup | SSIN,806405.0,11000.0,198.0,879.0,2019. 11. 14.,"['럭셔리', '메이크업', '브랜드', '헤라']"
60,[겟 토일렛 윗미] 언니가 2020년 수능 응원한다!! 잘 풀고와!,48593.0,1700.0,13.0,163.0,2019. 11. 13.,"['언니', '응원', '수능']"
61,전세계 화장품 다있는 씬님집에 또 입주자들이 넘쳐나서 팬분과 함께 입주시작합니다...........(테라이벤트/메이크업),158091.0,2100.0,58.0,202.0,2019. 11. 1.,"['입주', '메이크업', '화장품', '테라', '주자', '이벤트', '전세계', '분과']"
62,그래요 오늘은 먹방입니다........................ (메이크업/씬님),307162.0,4600.0,76.0,430.0,2019. 10. 27.,"['오늘', '메이크업']"
63,울 고양이가 자꾸 머리끈을 모아요  .................................. (얼리어댑터 고양이 메이크업 유튜버 씬님),329017.0,7600.0,56.0,694.0,2019. 10. 24.,"['고양이', '메이크업', '어댑터', '머리']"
64,"1,310만원 짜리 루이비통 메이크업 박스",537918.0,9300.0,169.0,7219.0,최초 공개: 2019. 10. 20.,"['메이크업', '이비', '박스']"
65,3탄!!언니랑 겟 탈의실 윗 미ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ....................... (메이크업),1038654.0,13000.0,279.0,1180.0,최초 공개: 2019. 10. 11.,"['언니', '탈의실', '메이크업']"
66,아이폰11 세상에서 제일 비싸게 사왔습니다.  (얼리어댑터 메이크업 유튜버 씬님),541524.0,32000.0,241.0,22421.0,2019. 10. 5.,"['메이크업', '어댑터', '세상', '아이']"
67,최종.mp4..................................................................... (메이크업),240773.0,2400.0,197.0,282.0,2019. 9. 27.,"['최종', '메이크업']"
68,쉐딩 다 쓴사람? ....................................................(셀카 메이크업) No Filter Selfie Makeup,722889.0,14000.0,210.0,3598.0,최초 공개: 2019. 9. 20.,"['메이크업', '사람']"
69,퍼스트 클래스 사육후기 ... 이제 없어지는 마지막 '일등석' 리뷰 .................................... (씬님 / 메이크업),1321882.0,14000.0,369.0,611.0,2019. 9. 12.,"['퍼스트', '메이크업', '마지막', '일등', '후기', '클래스', '사육']"
70,"저기, 세포라 한국에 이거 다 갖고 들어오시는거죠??? (핫신상 메이크업 파데 하울)",251918.0,3800.0,65.0,253.0,2019. 9. 10.,"['신상', '메이크업', '포라', '한국']"
71,이제 고만 괴롭혀...........수영복도 나눠 줬으니까.................................. (핑크극복 메이크업 최종회),697487.0,11000.0,203.0,618.0,2019. 8. 31.,"['메이크업', '극복', '수영복', '최종회', '핑크']"
72,"펑티모의 후회템 ""죽은바비핑크색"" 립스틱??! ㅋㅋㅋㅋ 메이크업 파우치 열어보기",490518.0,6900.0,112.0,442.0,2019. 8. 26.,"['핑크색', '메이크업', '모의', '립스틱', '파우치', '후회']"
73,"[VLOG 5] 치킨먹고, 테라마시고, 메이크업 쇼핑하고, 그리고 붕괴되었다.",303519.0,4800.0,85.0,442.0,2019. 8. 17.,"['메이크업', '붕괴', '치킨', '테라', '쇼핑']"
74,"아시다시피 씬님 집에 전국 화장품 다있음, 레알 메이크업 쇼핑 가능 ^^(feat.네이처 새봄,오로라)",461539.0,700.0,137.0,506.0,2019. 8. 12.,"['전국', '메이크업', '아시', '화장품', '있음', '새봄', '오로라', '쇼핑', '가능']"
75,ㅋㅋㅋㅋㅋㅋㅋ...... (메이크업),1513113.0,27000.0,332.0,1854.0,최초 공개: 2019. 8. 3.,['메이크업']
76,수영복과 어울리는 누디 메이크업면세 한정 맥 트레블 키트 사용법 | SSIN,260066.0,4400.0,59.0,420.0,2019. 8. 2.,"['메이크업', '사용법', '키트', '면세', '한정', '수영복']"
77,다이아페스티벌 2019 무대에서 콜라보하는 걸그룹 ㅇㅇㅇ는 누구일까요??,43665.0,680.0,12.0,81.0,2019. 7. 29.,"['페스티벌', '무대', '다이아', '그룹', '콜라']"
78,소근커플 '소영' 회장님께 화장품 단 4개로 메이크업을 받아 보았다. | SSIN x SK couple,781764.0,15000.0,242.0,1087.0,2019. 7. 24.,"['커플', '메이크업', '화장품', '회장']"
79,언니비키니 입고 호캉스다녀올게...^^ 데일리 워터프루프 메이크업,631710.0,7800.0,199.0,501.0,2019. 7. 18.,"['비키니', '메이크업', '워터', '언니', '프루프', '데일리']"
80,"씬님 브러쉬 1만개 판매돌파 최대53%감사할인 + 브러시 자세한 사용법, 브러시 세척법",288849.0,4400.0,80.0,456.0,2019. 7. 13.,"['사용법', '최대', '할인', '브러시', '세척법', '자세', '감사', '판매', '돌파', '브러쉬']"
81,2편 럭셔리 원브랜드 메이크업 : 톰포드 (색조편) TOM FORD one brand makeup | SSIN,246128.0,5400.0,81.0,429.0,2019. 7. 11.,"['색조', '메이크업', '럭셔리', '브랜드', '포드']"
82,역대급소비 럭셔리 원브랜드 메이크업 : 톰포드 (베이스편) TOM FORD one brand makeup | SSIN,394605.0,8800.0,155.0,797.0,2019. 7. 10.,"['메이크업', '역대', '베이스', '럭셔리', '브랜드', '소비', '포드']"
83,"ZARA, 우리 립스틱 제대로 만들자...^^ 자라 메이크업 한국 상륙! 전색상 발색 & 리뷰 하울 | SSIN",642662.0,1000.0,291.0,625.0,2019. 7. 6.,"['메이크업', '발색', '립스틱', '제대', '한국', '리뷰', '자라', '우리', '상륙', '색상']"
84,"[VLOG 4] 엘에이 놀러갔는데 숙소 거실에 토끼가 있음...? 먹부림, 쇼핑부림, 감기부림...",174396.0,2800.0,48.0,234.0,2019. 6. 27.,"['거실', '있음', '에이', '쇼핑', '감기', '토끼', '숙소']"
85,GRWM저 안취했어요! 멀쩡해요!월디페 뿌시러가는 페스티벌 메이크업 with 고등학교 베프들,516777.0,6800.0,230.0,423.0,2019. 6. 18.,"['메이크업', '고등학교', '페스티벌']"
86,[VLOG 3] 늘.씬.소.근  네명이서 호주 여행간 브이로그의외의 조합? 의외의 케미? 무슨일이?,256359.0,3300.0,71.0,197.0,2019. 6. 14.,"['의외', '무슨일', '외의', '브이', '호주', '여행', '명이', '로그', '조합']"
87,GRWM : 씬님 x 하늘 feat.소근커플 소영  [겟레디윗미] 같이 화장하자! 호주 브리즈번,733869.0,8400.0,260.0,490.0,2019. 6. 9.,"['커플', '호주', '하늘', '화장']"
88,40분겟레디도랏ㅋ // 뉴욕골드&볼드 파티 같이 화장하자 + 브이로그 | SSIN,772622.0,7900.0,306.0,556.0,2019. 5. 27.,"['화장', '골드', '도랏', '볼드', '브이', '로그', '파티']"
89,드래곤에그 & 왕좌의게임대박 신기한 메이크업 제품리뷰 | SSIN,396827.0,700.0,207.0,397.0,2019. 5. 16.,"['드래곤', '메이크업', '대박', '게임', '기한', '왕좌', '리뷰', '제품']"
90,[VLOG 2] 배고플때 보면 좀 위험함... 자취 주부 씬님의 냉장고 털어카레 브이로그,290788.0,4500.0,72.0,304.0,2019. 5. 8.,"['냉장고', '주부', '자취', '위험', '카레', '브이']"
91,2탄!! 언니 속옷쇼핑 알지? 2탄 또 가져왔어. // 빅토리아 시크릿 쇼핑!,444153.0,6200.0,80.0,269.0,2019. 5. 1.,"['빅토리', '속옷', '언니', '쇼핑', '시크']"
92,같이 화장하자!10년만에 치마입음써니오렌지 메이크업 겟레디윗미 | SSIN,357933.0,5200.0,139.0,350.0,2019. 4. 30.,"['오렌지', '치마', '메이크업', '화장']"
93,I went out wearing BRATZ Makeup // 브랫츠돌 메이크업하고 무려 '홍대'에 나타난 씬님? //영어더빙// 랜선라이프 방영분!,438266.0,1000.0,173.0,563.0,2019. 4. 23.,"['메이크업', '영어', '더빙', '방영', '라이프']"
94,[VLOG 1] 씬님의 노잼 24시간 일상을 공개합니다.,371539.0,6400.0,140.0,643.0,2019. 4. 18.,"['일상', '공개']"
95,로드샵 원브랜드 메이크업 : 홀리카 홀리카 Holika Holika Korean one brand makeup | SSIN,677992.0,1000.0,226.0,666.0,2019. 4. 9.,"['메이크업', '브랜드']"
96,핑크극복프로젝트8.벚꽃핑크 Overcoming the fear of PINK : Cherry Blossom Pink | SSIN,289218.0,4300.0,68.0,368.0,2019. 4. 5.,"['벚꽃', '극복', '핑크', '프로젝트']"
97,"글로우 스킨 ""춰크춰크 쉬크쉬크"" Urban Chic 메이크업 | SSIN",122472.0,3300.0,42.0,253.0,2019. 3. 27.,"['메이크업', '스킨', '글로우']"
98,좀 늦었죠? 커밋뷰티 페스티벌브이로그 2일차 || 우리가 행복했던 그 시간!,34754.0,633.0,16.0,47.0,2019. 3. 24.,"['페스티벌', '뷰티', '브이', '일차', '시간', '행복']"
99,2019존예신상문 크리스탈 프리즘 멀티 리플렉티브 글리터종류별 리뷰 | SSIN,285530.0,4300.0,92.0,325.0,2019. 3. 21.,"['리플', '크리스탈', '종류별', '리뷰', '신상', '프리즘']"
100,잃어버린 내 눈썹 그리는 법씬팁집중설명 : How to draw eyebrows,241860.0,3900.0,63.0,339.0,최초 공개: 2019. 3. 15.,"['집중', '눈썹', '설명']"
101,"씬팁집중설명 : 인조속눈썹, 잘라서 붙혀볼까? 2편 / How to apply the FALSIES 2",102167.0,2400.0,31.0,146.0,2019. 3. 12.,"['속눈썹', '집중', '설명', '인조']"
102,번외편7.민트극복 메이크업 Overcoming the fear of MINT | SSIN,403049.0,8300.0,184.0,956.0,2019. 3. 8.,"['극복', '외편', '메이크업', '민트']"
103,쎈님 vs 씬님 메이크업 씬님 사칭이 있다 쎈님은 누구!!,520831.0,9500.0,152.0,660.0,2019. 2. 27.,"['메이크업', '사칭']"
104,씬팁집중설명 : 인조속눈썹 붙히기 왕초보 1편 / How to apply the FALSIES,347036.0,800.0,114.0,507.0,2019. 2. 24.,"['집중', '초보', '인조', '속눈썹', '설명']"
105,"뷰티크리에이터 대 축제 ""커밋뷰티 페스티벌"" 제 2회 후기브이로그 1일차 | SSIN",65994.0,1200.0,23.0,110.0,2019. 2. 17.,"['후기', '페스티벌', '뷰티', '크리', '브이', '에이', '일차', '축제']"
106,생방송 // 발렌타인데이 극복 메이크업 ... 초콜렛 줄 사람 없으면 드루와요,127000.0,1900.0,60.0,128.0,실시간 스트리밍 시작일: 2019. 2. 14.,"['메이크업', '극복', '와요', '발렌타인', '생방송', '데이', '초콜렛', '사람']"
107,다크서클 제대로 가리는 법 알려드리는 영상 // feat.이니스프리,201981.0,3600.0,68.0,232.0,2019. 2. 1.,"['스프', '영상', '제대']"
108,"인상 팍팍 바뀌는 ""인스타그램 셀카"" 메이크업SSIN",384601.0,7600.0,130.0,623.0,2019. 1. 31.,"['스타', '인상', '메이크업', '그램']"
109,두둥! 커밋뷰티 페스티벌 2회 개최소식 공지! / 커밋뷰티 에코백 리뷰영상,162983.0,200.0,116.0,353.0,2019. 1. 28.,"['개최', '영상', '소식', '공지', '페스티벌', '뷰티', '리뷰', '에코']"
110,프로필 촬영장 가는 겟레디윗미 /글로우 번쩍번쩍 광나는 베이스 메이크업 | SSIN 씬님,196531.0,3100.0,81.0,236.0,2019. 1. 25.,"['촬영장', '메이크업', '베이스', '글로우', '프로필']"
111,핑크극복프로젝트6.리빙코랄핑크 Overcoming the fear of PINK : Living Coral Pink | SSIN,262995.0,6100.0,106.0,840.0,2019. 1. 24.,"['극복', '핑크', '리빙', '프로젝트']"
112,"스카이캐슬 성대모사 역대급 메소드 연기, 직접부른 OST ... 제가 도대체 무슨 메이크업 영상을 만든거죠?",226229.0,8100.0,122.0,1409.0,2019. 1. 20.,"['성대', '메이크업', '영상', '역대', '모사', '스카이', '연기', '소드']"
113,1탄  언니 속옷하울 알지? // 빅토리아 시크릿 하울,919135.0,11000.0,391.0,1016.0,2019. 1. 10.,"['빅토리', '언니', '시크', '속옷']"
114,"습도 10% 극강건조  비행기 안에서 ""24시간"" 살아남기",285567.0,5300.0,145.0,737.0,2019. 1. 4.,"['비행기', '건조', '습도', '시간']"
115,2019 중대 공지,273425.0,500.0,106.0,312.0,2018. 12. 31.,"['공지', '중대']"
116,2018년 최고의색조 아이템 추천 | SSIN,440668.0,16000.0,150.0,295.0,2018. 12. 31.,"['색조', '아이템', '추천', '최고']"
117,"2018년 존좋템 리스트컨투어링, 쉐딩, 하이라이터, 파우더편",262963.0,3600.0,56.0,166.0,2018. 12. 30.,"['투어링', '하이', '라이터', '리스트', '파우더']"
118,핑크극복프로젝트5.레드핑크 Overcoming the fear of PINK : Reddish Pink | SSIN,457633.0,12000.0,174.0,1278.0,2018. 12. 25.,"['극복', '핑크', '레드', '프로젝트']"
119,"""200만원"" 럭셔리 원브랜드 메이크업 : 맥 2 MAC One Brand Makeup | SSIN",327184.0,5900.0,87.0,543.0,2018. 12. 24.,"['럭셔리', '메이크업', '브랜드']"
120,"""200만원"" 럭셔리 원브랜드 메이크업 : 맥 1 MAC One Brand Makeup | SSIN",427978.0,8900.0,117.0,903.0,2018. 12. 23.,"['럭셔리', '메이크업', '브랜드']"
121,"2018년 최고의아이라이너, 마스카라, 브로우 추천 | SSIN 씬님",476386.0,7100.0,101.0,382.0,2018. 12. 22.,"['최고', '라이너', '마스카라', '추천', '아이']"
122,"2018년 존좋 파운데이션, 컨실러 추천 | SSIN 씬님",597912.0,13000.0,123.0,3298.0,2018. 12. 19.,"['파운데이션', '추천', '실러']"
123,"존좋템기초, 베이스, 프라이머, 선크림, 컬러코렉터 추천! | SSIN 씬님",395532.0,6100.0,90.0,243.0,2018. 12. 13.,"['기초', '베이스', '프라이', '컬러', '크림', '추천']"
124,2018년 존좋 of 존좋 씬님의 존좋템중 1위만 소개하는 영상,603046.0,13000.0,211.0,798.0,2018. 12. 8.,"['영상', '소개']"
125,쿠모+씬님 콜라보 '브러쉬'가 드디어 나왔습니다!,229328.0,5200.0,108.0,759.0,2018. 12. 7.,"['브러쉬', '콜라']"
126,붙임머리하고 처음하는 아이돌 메이크업 튜토리얼 with VT X BTS,421633.0,1000.0,235.0,1134.0,2018. 11. 24.,"['토리', '메이크업', '처음', '아이']"
127,빠앙빵 터지는 세포라 신상 리뷰 / 하울! 생소한 메이크업 브랜드 설명영상! | SSIN,266845.0,4900.0,113.0,377.0,2018. 11. 23.,"['메이크업', '영상', '생소', '포라', '리뷰', '신상', '설명', '브랜드']"
128,←이렇게생긴 미국호박으로 진짜 할로윈 잭오랜턴 만들어보고 왔습니다! | SSIN,144055.0,2600.0,47.0,165.0,최초 공개: 2018. 11. 15.,"['호박', '할로윈']"
129,수혜자 여러분들의 수능대박을 기원합니다!,99399.0,3200.0,24.0,422.0,2018. 11. 13.,"['기원', '수혜자', '수능', '대박']"
130,"주황색 미국호박 난생 처음봄;; ""미쿡호박""에서 영감을 받은 겟레디윗미! 오렌지 메이크업 | SSIN",209641.0,4200.0,84.0,350.0,2018. 11. 9.,"['메이크업', '호박', '주황색', '영감', '처음', '오렌지']"
131,한국보다10배 더 무섭다! 유니버셜 스튜디오 호러나이트// 호러메이즈 체험 | SSIN,127168.0,300.0,32.0,277.0,2018. 11. 5.,"['이즈', '스튜디오', '체험', '나이트', '한국', '유니버셜']"
